"","Var1","Freq","ldia","udia","di","numberprob","numberprob_cum","massprob","massprob_cum","Freq_cum"
"1","19.9,59.9",4542,19.9,59.9,39.9,0.908763505402161,0.908763505402161,0.55318666129808,0.55318666129808,4542
"2","59.9,100",456,59.9,100,79.95,0.0912364945978391,1,0.44681333870192,1,4998
